id,family,date,sales,Trained,store_nbr,onpromotion
3153,FROZEN FOODS,12/17/13,215.097,1,1,0
3154,GROCERY I,12/17/13,2713,1,1,0
3155,GROCERY II,12/17/13,40,1,1,0
3156,MEATS,12/17/13,215.584,1,1,0
3157,POULTRY,12/17/13,293.08,1,1,0
3158,PRODUCE,12/17/13,2,1,1,0
3159,SEAFOOD,12/17/13,19.882,1,1,0
3160,BREAD/BAKERY,12/18/13,419.648,1,1,0
3161,EGGS,12/18/13,168,1,1,0
3162,FROZEN FOODS,12/18/13,622.06903,1,1,0
3163,GROCERY I,12/18/13,3702,1,1,0
3164,GROCERY II,12/18/13,41,1,1,0
3165,MEATS,12/18/13,355.462,1,1,0
3166,POULTRY,12/18/13,462.997,1,1,0
3167,PRODUCE,12/18/13,4,1,1,0
3168,SEAFOOD,12/18/13,16.134,1,1,0
3169,BREAD/BAKERY,12/19/13,310.258,1,1,0
3170,EGGS,12/19/13,128,1,1,0
3171,FROZEN FOODS,12/19/13,619.341,1,1,0
3172,GROCERY I,12/19/13,3030,1,1,0
3173,GROCERY II,12/19/13,23,1,1,0
3174,MEATS,12/19/13,298.251,1,1,0
3175,POULTRY,12/19/13,408.755,1,1,0
3176,PRODUCE,12/19/13,1,1,1,0
3177,SEAFOOD,12/19/13,13.772,1,1,0
3178,BREAD/BAKERY,12/20/13,332.787,1,1,0
3179,EGGS,12/20/13,157,1,1,0
3180,FROZEN FOODS,12/20/13,1052.251,1,1,0
3181,GROCERY I,12/20/13,3972,1,1,0
3182,GROCERY II,12/20/13,44,1,1,0
3183,MEATS,12/20/13,1119.635,1,1,0
3184,POULTRY,12/20/13,829.633,1,1,0
3185,PRODUCE,12/20/13,7,1,1,0
3186,SEAFOOD,12/20/13,40.301,1,1,0
3187,BREAD/BAKERY,12/21/13,279.009,1,1,0
3188,EGGS,12/21/13,192,1,1,0
3189,FROZEN FOODS,12/21/13,623.392,1,1,0
3190,GROCERY I,12/21/13,2916,1,1,0
3191,GROCERY II,12/21/13,31,1,1,0
3192,MEATS,12/21/13,245.377,1,1,0
3193,POULTRY,12/21/13,354.081,1,1,0
3194,PRODUCE,12/21/13,1,1,1,0
3195,SEAFOOD,12/21/13,27.845,1,1,0
3196,BREAD/BAKERY,12/22/13,195.622,1,1,0
3197,EGGS,12/22/13,152,1,1,0
3198,FROZEN FOODS,12/22/13,269.844,1,1,0
3199,GROCERY I,12/22/13,2136,1,1,0
3200,GROCERY II,12/22/13,31,1,1,0
3201,MEATS,12/22/13,178.857,1,1,0
3202,POULTRY,12/22/13,273.642,1,1,0
3203,PRODUCE,12/22/13,4,1,1,0
3204,SEAFOOD,12/22/13,11.183,1,1,0
3205,BREAD/BAKERY,12/23/13,373.752,1,1,0
3206,EGGS,12/23/13,191,1,1,0
3207,FROZEN FOODS,12/23/13,941.901,1,1,0
3208,GROCERY I,12/23/13,4367,1,1,0
3209,GROCERY II,12/23/13,67,1,1,0
3210,MEATS,12/23/13,348.638,1,1,0
3211,POULTRY,12/23/13,775.088,1,1,0
3212,PRODUCE,12/23/13,2,1,1,0
3213,SEAFOOD,12/23/13,31.551,1,1,0
3214,BREAD/BAKERY,12/24/13,238.08,1,1,0
3215,EGGS,12/24/13,153,1,1,0
3216,FROZEN FOODS,12/24/13,663.524,1,1,0
3217,GROCERY I,12/24/13,3036,1,1,0
3218,GROCERY II,12/24/13,93,1,1,0
3219,MEATS,12/24/13,292.654,1,1,0
3220,POULTRY,12/24/13,527.22,1,1,0
3221,PRODUCE,12/24/13,4,1,1,0
3222,SEAFOOD,12/24/13,28.162,1,1,0
3223,BREAD/BAKERY,12/26/13,307.494,1,1,0
3224,EGGS,12/26/13,133,1,1,0
3225,FROZEN FOODS,12/26/13,219.487,1,1,0
3226,GROCERY I,12/26/13,2052,1,1,0
3227,GROCERY II,12/26/13,47,1,1,0
3228,MEATS,12/26/13,270.049,1,1,0
3229,POULTRY,12/26/13,287.849,1,1,0
3230,PRODUCE,12/26/13,1,1,1,0
3231,SEAFOOD,12/26/13,26.623,1,1,0
3232,BREAD/BAKERY,12/27/13,292.35,1,1,0
3233,EGGS,12/27/13,125,1,1,0
3234,FROZEN FOODS,12/27/13,425.761,1,1,0
3235,GROCERY I,12/27/13,2152,1,1,0
3236,GROCERY II,12/27/13,36,1,1,0
3237,MEATS,12/27/13,852.764,1,1,0
3238,POULTRY,12/27/13,591.612,1,1,0
3239,PRODUCE,12/27/13,9,1,1,0
3240,SEAFOOD,12/27/13,22.541,1,1,0
3241,BREAD/BAKERY,12/28/13,205.033,1,1,0
3242,EGGS,12/28/13,106,1,1,0
3243,FROZEN FOODS,12/28/13,259.756,1,1,0
3244,GROCERY I,12/28/13,1323,1,1,0
3245,GROCERY II,12/28/13,19,1,1,0
3246,MEATS,12/28/13,313.632,1,1,0
3247,POULTRY,12/28/13,201.424,1,1,0
3248,PRODUCE,12/28/13,3,1,1,0
3249,SEAFOOD,12/28/13,19.537,1,1,0
3250,BREAD/BAKERY,12/29/13,81.604996,1,1,0
3251,EGGS,12/29/13,46,1,1,0
3252,FROZEN FOODS,12/29/13,99.654,1,1,0
3253,GROCERY I,12/29/13,529,1,1,0
3254,GROCERY II,12/29/13,15,1,1,0
3255,MEATS,12/29/13,290.857,1,1,0
3256,POULTRY,12/29/13,103.545,1,1,0
3257,PRODUCE,12/29/13,1,1,1,0
3258,SEAFOOD,12/29/13,7.108,1,1,0
3259,BREAD/BAKERY,12/30/13,260.66,1,1,0
3260,EGGS,12/30/13,130,1,1,0
3261,FROZEN FOODS,12/30/13,489.38998,1,1,0
3262,GROCERY I,12/30/13,1485,1,1,0
3263,GROCERY II,12/30/13,33,1,1,0
3264,MEATS,12/30/13,227.476,1,1,0
3265,POULTRY,12/30/13,358.707,1,1,0
3266,PRODUCE,12/30/13,1,1,1,0
3267,SEAFOOD,12/30/13,14.228,1,1,0
3268,BREAD/BAKERY,12/31/13,178.161,1,1,0
3269,EGGS,12/31/13,83,1,1,0
3270,FROZEN FOODS,12/31/13,293.651,1,1,0
3271,GROCERY I,12/31/13,1490,1,1,0
3272,GROCERY II,12/31/13,27,1,1,0
3273,MEATS,12/31/13,155.308,1,1,0
3274,POULTRY,12/31/13,197.036,1,1,0
3275,PRODUCE,12/31/13,8,1,1,0
3276,SEAFOOD,12/31/13,13.933,1,1,0
3277,BREAD/BAKERY,1/1/14,0,1,1,0
3278,EGGS,1/1/14,0,1,1,0
3279,FROZEN FOODS,1/1/14,0,1,1,0
3280,GROCERY I,1/1/14,0,1,1,0
3281,GROCERY II,1/1/14,0,1,1,0
3282,MEATS,1/1/14,0,1,1,0
3283,POULTRY,1/1/14,0,1,1,0
3284,PRODUCE,1/1/14,0,1,1,0
3285,SEAFOOD,1/1/14,0,1,1,0
3286,BREAD/BAKERY,1/2/14,388.988,1,1,0
3287,EGGS,1/2/14,195,1,1,0
3288,FROZEN FOODS,1/2/14,146.961,1,1,0
3289,GROCERY I,1/2/14,2441,1,1,0
3290,GROCERY II,1/2/14,43,1,1,0
3291,MEATS,1/2/14,298.455,1,1,0
3292,POULTRY,1/2/14,317.021,1,1,0
3293,PRODUCE,1/2/14,3162.837,1,1,0
3294,SEAFOOD,1/2/14,31.529999,1,1,0
3295,BREAD/BAKERY,1/3/14,312.102,1,1,0
3296,EGGS,1/3/14,191,1,1,0
3297,FROZEN FOODS,1/3/14,171,1,1,0
3298,GROCERY I,1/3/14,2117,1,1,0
3299,GROCERY II,1/3/14,33,1,1,0
3300,MEATS,1/3/14,718.0937,1,1,0
3301,POULTRY,1/3/14,814.8141,1,1,0
3302,PRODUCE,1/3/14,2781.729,1,1,0
3303,SEAFOOD,1/3/14,18.7566,1,1,0
3304,BREAD/BAKERY,1/4/14,278.149,1,1,0
3305,EGGS,1/4/14,191,1,1,0
3306,FROZEN FOODS,1/4/14,154.943,1,1,0
3307,GROCERY I,1/4/14,2233,1,1,0
3308,GROCERY II,1/4/14,44,1,1,0
3309,MEATS,1/4/14,296.051,1,1,0
3310,POULTRY,1/4/14,336.137,1,1,0
3311,PRODUCE,1/4/14,2654.794,1,1,0
3312,SEAFOOD,1/4/14,13.684,1,1,0
3313,BREAD/BAKERY,1/5/14,120.433,1,1,0
3314,EGGS,1/5/14,90,1,1,0
3315,FROZEN FOODS,1/5/14,57,1,1,0
3316,GROCERY I,1/5/14,960,1,1,0
3317,GROCERY II,1/5/14,15,1,1,0
3318,MEATS,1/5/14,90.7,1,1,0
3319,POULTRY,1/5/14,161.95,1,1,0
3320,PRODUCE,1/5/14,1224.272,1,1,0
3321,SEAFOOD,1/5/14,7.744,1,1,0
3322,BREAD/BAKERY,1/6/14,327.161,1,1,0
3323,EGGS,1/6/14,199,1,1,0
3324,FROZEN FOODS,1/6/14,85.488,1,1,0
3325,GROCERY I,1/6/14,2157,1,1,0
3326,GROCERY II,1/6/14,16,1,1,0
3327,MEATS,1/6/14,291.116,1,1,0
3328,POULTRY,1/6/14,388.947,1,1,0
3329,PRODUCE,1/6/14,2659.161,1,1,0
3330,SEAFOOD,1/6/14,38.93,1,1,0
3331,BREAD/BAKERY,1/7/14,337.733,1,1,0
3332,EGGS,1/7/14,133,1,1,0
3333,FROZEN FOODS,1/7/14,101,1,1,0
3334,GROCERY I,1/7/14,2077,1,1,0
3335,GROCERY II,1/7/14,22,1,1,0
3336,MEATS,1/7/14,236.21901,1,1,0
3337,POULTRY,1/7/14,291.704,1,1,0
3338,PRODUCE,1/7/14,2346.633,1,1,0
3339,SEAFOOD,1/7/14,30.685999,1,1,0
3340,BREAD/BAKERY,1/8/14,409.165,1,1,0
3341,EGGS,1/8/14,207,1,1,0
3342,FROZEN FOODS,1/8/14,185,1,1,0
3343,GROCERY I,1/8/14,2728,1,1,0
3344,GROCERY II,1/8/14,21,1,1,0
3345,MEATS,1/8/14,258.837,1,1,0
3346,POULTRY,1/8/14,442.023,1,1,0
3347,PRODUCE,1/8/14,4210.072,1,1,0
3348,SEAFOOD,1/8/14,41.957,1,1,0
3349,BREAD/BAKERY,1/9/14,396.728,1,1,0
3350,EGGS,1/9/14,138,1,1,0
3351,FROZEN FOODS,1/9/14,91,1,1,0
3352,GROCERY I,1/9/14,2059,1,1,0
3353,GROCERY II,1/9/14,10,1,1,0
3354,MEATS,1/9/14,255.277,1,1,0
3355,POULTRY,1/9/14,343.932,1,1,0
3356,PRODUCE,1/9/14,2391.97,1,1,0
3357,SEAFOOD,1/9/14,30.062,1,1,0
3358,BREAD/BAKERY,1/10/14,339.719,1,1,0
3359,EGGS,1/10/14,169,1,1,0
3360,FROZEN FOODS,1/10/14,126.82,1,1,0
3361,GROCERY I,1/10/14,1984,1,1,0
3362,GROCERY II,1/10/14,11,1,1,0
3363,MEATS,1/10/14,402.1134,1,1,0
3364,POULTRY,1/10/14,891.7979,1,1,0
3365,PRODUCE,1/10/14,2375.688,1,1,0
3366,SEAFOOD,1/10/14,46.7746,1,1,0
3367,BREAD/BAKERY,1/11/14,287.967,1,1,0
3368,EGGS,1/11/14,190,1,1,0
3369,FROZEN FOODS,1/11/14,125,1,1,0
3370,GROCERY I,1/11/14,2100,1,1,0
3371,GROCERY II,1/11/14,13,1,1,0
3372,MEATS,1/11/14,252.595,1,1,0
3373,POULTRY,1/11/14,342.58,1,1,0
3374,PRODUCE,1/11/14,2455.9849,1,1,0
3375,SEAFOOD,1/11/14,22.924,1,1,0
3376,BREAD/BAKERY,1/12/14,152.901,1,1,0
3377,EGGS,1/12/14,85,1,1,0
3378,FROZEN FOODS,1/12/14,51,1,1,0
3379,GROCERY I,1/12/14,893,1,1,0
3380,GROCERY II,1/12/14,10,1,1,0
3381,MEATS,1/12/14,110.769,1,1,0
3382,POULTRY,1/12/14,140.299,1,1,0
3383,PRODUCE,1/12/14,1099.639,1,1,0
3384,SEAFOOD,1/12/14,4.707,1,1,0
3385,BREAD/BAKERY,1/13/14,385.012,1,1,0
3386,EGGS,1/13/14,184,1,1,0
3387,FROZEN FOODS,1/13/14,100,1,1,0
3388,GROCERY I,1/13/14,2140,1,1,0
3389,GROCERY II,1/13/14,35,1,1,0
3390,MEATS,1/13/14,423.111,1,1,0
3391,POULTRY,1/13/14,472.208,1,1,0
3392,PRODUCE,1/13/14,2414.465,1,1,0
3393,SEAFOOD,1/13/14,19.663,1,1,0
3394,BREAD/BAKERY,1/14/14,323.144,1,1,0
3395,EGGS,1/14/14,169,1,1,0
3396,FROZEN FOODS,1/14/14,133,1,1,0
3397,GROCERY I,1/14/14,1980,1,1,0
3398,GROCERY II,1/14/14,45,1,1,0
3399,MEATS,1/14/14,273.116,1,1,0
3400,POULTRY,1/14/14,321.327,1,1,0
3401,PRODUCE,1/14/14,2126.74,1,1,0
3402,SEAFOOD,1/14/14,22.88,1,1,0
3403,BREAD/BAKERY,1/15/14,360.073,1,1,0
3404,EGGS,1/15/14,153,1,1,0
3405,FROZEN FOODS,1/15/14,128,1,1,0
3406,GROCERY I,1/15/14,2774,1,1,0
3407,GROCERY II,1/15/14,10,1,1,0
3408,MEATS,1/15/14,328.683,1,1,0
3409,POULTRY,1/15/14,406.762,1,1,0
3410,PRODUCE,1/15/14,3894.6135,1,1,0
3411,SEAFOOD,1/15/14,47.787,1,1,0
3412,BREAD/BAKERY,1/16/14,354.355,1,1,0
3413,EGGS,1/16/14,127,1,1,0
3414,FROZEN FOODS,1/16/14,96,1,1,0
3415,GROCERY I,1/16/14,1766,1,1,0
3416,GROCERY II,1/16/14,7,1,1,0
3417,MEATS,1/16/14,249.218,1,1,0
3418,POULTRY,1/16/14,303.621,1,1,0
3419,PRODUCE,1/16/14,2102.825,1,1,0
3420,SEAFOOD,1/16/14,19.453001,1,1,0
3421,BREAD/BAKERY,1/17/14,309.936,1,1,0
3422,EGGS,1/17/14,174,1,1,0
3423,FROZEN FOODS,1/17/14,217,1,1,0
3424,GROCERY I,1/17/14,2018,1,1,0
3425,GROCERY II,1/17/14,26,1,1,0
3426,MEATS,1/17/14,722.317,1,1,0
3427,POULTRY,1/17/14,797.66583,1,1,0
3428,PRODUCE,1/17/14,2336.334,1,1,0
3429,SEAFOOD,1/17/14,44.5476,1,1,0
3430,BREAD/BAKERY,1/18/14,260.22,1,1,0
3431,EGGS,1/18/14,184,1,1,0
3432,FROZEN FOODS,1/18/14,152,1,1,0
3433,GROCERY I,1/18/14,2026,1,1,0
3434,GROCERY II,1/18/14,16,1,1,0
3435,MEATS,1/18/14,274.486,1,1,0
3436,POULTRY,1/18/14,342.658,1,1,0
3437,PRODUCE,1/18/14,2412.884,1,1,0
3438,SEAFOOD,1/18/14,31.143,1,1,0
3439,BREAD/BAKERY,1/19/14,158.04,1,1,0
3440,EGGS,1/19/14,97,1,1,0
3441,FROZEN FOODS,1/19/14,38,1,1,0
3442,GROCERY I,1/19/14,924,1,1,0
3443,GROCERY II,1/19/14,10,1,1,0
3444,MEATS,1/19/14,102.742,1,1,0
3445,POULTRY,1/19/14,166.9,1,1,0
3446,PRODUCE,1/19/14,1253.413,1,1,0
3447,SEAFOOD,1/19/14,7.914,1,1,0
3448,BREAD/BAKERY,1/20/14,331.905,1,1,0
3449,EGGS,1/20/14,170,1,1,0
3450,FROZEN FOODS,1/20/14,91.741,1,1,0
3451,GROCERY I,1/20/14,2013,1,1,0
3452,GROCERY II,1/20/14,33,1,1,0
3453,MEATS,1/20/14,261.323,1,1,0
3454,POULTRY,1/20/14,374.621,1,1,0
3455,PRODUCE,1/20/14,2137.674,1,1,0
3456,SEAFOOD,1/20/14,20.318,1,1,0
3457,BREAD/BAKERY,1/21/14,330.723,1,1,0
3458,EGGS,1/21/14,159,1,1,0
3459,FROZEN FOODS,1/21/14,154,1,1,0
3460,GROCERY I,1/21/14,2290,1,1,0
3461,GROCERY II,1/21/14,29,1,1,0
3462,MEATS,1/21/14,485.54,1,1,0
3463,POULTRY,1/21/14,327.695,1,1,0
3464,PRODUCE,1/21/14,2313.157,1,1,0
3465,SEAFOOD,1/21/14,35.415,1,1,0
3466,BREAD/BAKERY,1/22/14,424.251,1,1,0
3467,EGGS,1/22/14,183,1,1,0
3468,FROZEN FOODS,1/22/14,106,1,1,0
3469,GROCERY I,1/22/14,2370,1,1,0
3470,GROCERY II,1/22/14,15,1,1,0
3471,MEATS,1/22/14,349.209,1,1,0
3472,POULTRY,1/22/14,402.996,1,1,0
3473,PRODUCE,1/22/14,3967.7415,1,1,0
3474,SEAFOOD,1/22/14,30.667,1,1,0
3475,BREAD/BAKERY,1/23/14,348.92902,1,1,0
3476,EGGS,1/23/14,145,1,1,0
3477,FROZEN FOODS,1/23/14,118,1,1,0
3478,GROCERY I,1/23/14,1897,1,1,0
3479,GROCERY II,1/23/14,7,1,1,0
3480,MEATS,1/23/14,381.19,1,1,0
3481,POULTRY,1/23/14,284.596,1,1,0
3482,PRODUCE,1/23/14,2286.269,1,1,0
3483,SEAFOOD,1/23/14,37.339,1,1,0
3484,BREAD/BAKERY,1/24/14,279.319,1,1,0
3485,EGGS,1/24/14,172,1,1,0
3486,FROZEN FOODS,1/24/14,145,1,1,0
3487,GROCERY I,1/24/14,2183,1,1,0
3488,GROCERY II,1/24/14,27,1,1,0
3489,MEATS,1/24/14,835.9044,1,1,0
3490,POULTRY,1/24/14,807.6263,1,1,0
3491,PRODUCE,1/24/14,2285.514,1,1,0
3492,SEAFOOD,1/24/14,37.4747,1,1,0
3493,BREAD/BAKERY,1/25/14,250.111,1,1,0
3494,EGGS,1/25/14,191,1,1,0
3495,FROZEN FOODS,1/25/14,100,1,1,0
3496,GROCERY I,1/25/14,1779,1,1,0
3497,GROCERY II,1/25/14,16,1,1,0
3498,MEATS,1/25/14,217.189,1,1,0
3499,POULTRY,1/25/14,301.684,1,1,0
3500,PRODUCE,1/25/14,2058.549,1,1,0
3501,SEAFOOD,1/25/14,17.211,1,1,0
3502,BREAD/BAKERY,1/26/14,170.664,1,1,0
3503,EGGS,1/26/14,97,1,1,0
3504,FROZEN FOODS,1/26/14,67,1,1,0
3505,GROCERY I,1/26/14,1013,1,1,0
3506,GROCERY II,1/26/14,1,1,1,0
3507,MEATS,1/26/14,140.534,1,1,0
3508,POULTRY,1/26/14,164.076,1,1,0
3509,PRODUCE,1/26/14,1219.75,1,1,0
3510,SEAFOOD,1/26/14,15.056,1,1,0
3511,BREAD/BAKERY,1/27/14,335.839,1,1,0
3512,EGGS,1/27/14,159,1,1,0
3513,FROZEN FOODS,1/27/14,89.591,1,1,0
3514,GROCERY I,1/27/14,2085,1,1,0
3515,GROCERY II,1/27/14,18,1,1,0
3516,MEATS,1/27/14,346.32,1,1,0
3517,POULTRY,1/27/14,381.80402,1,1,0
3518,PRODUCE,1/27/14,2217.607,1,1,0
3519,SEAFOOD,1/27/14,20.955,1,1,0
3520,BREAD/BAKERY,1/28/14,288.747,1,1,0
3521,EGGS,1/28/14,131,1,1,0
3522,FROZEN FOODS,1/28/14,96.387,1,1,0
3523,GROCERY I,1/28/14,1948,1,1,0
3524,GROCERY II,1/28/14,24,1,1,0
3525,MEATS,1/28/14,369.729,1,1,0
3526,POULTRY,1/28/14,292.384,1,1,0
3527,PRODUCE,1/28/14,2097.774,1,1,0
3528,SEAFOOD,1/28/14,23.327,1,1,0
3529,BREAD/BAKERY,1/29/14,371.064,1,1,0
3530,EGGS,1/29/14,189,1,1,0
3531,FROZEN FOODS,1/29/14,143.511,1,1,0
3532,GROCERY I,1/29/14,2514,1,1,0
3533,GROCERY II,1/29/14,39,1,1,0
3534,MEATS,1/29/14,343.072,1,1,0
3535,POULTRY,1/29/14,436.931,1,1,0
3536,PRODUCE,1/29/14,3985.3467,1,1,0
3537,SEAFOOD,1/29/14,26.214,1,1,0
3538,BREAD/BAKERY,1/30/14,314.364,1,1,0
3539,EGGS,1/30/14,139,1,1,0
3540,FROZEN FOODS,1/30/14,101,1,1,0
3541,GROCERY I,1/30/14,1719,1,1,0
3542,GROCERY II,1/30/14,19,1,1,0
3543,MEATS,1/30/14,239.674,1,1,0
3544,POULTRY,1/30/14,346.519,1,1,0
3545,PRODUCE,1/30/14,2117.494,1,1,0
3546,SEAFOOD,1/30/14,21.994,1,1,0
3547,BREAD/BAKERY,1/31/14,356.704,1,1,0
3548,EGGS,1/31/14,164,1,1,0
3549,FROZEN FOODS,1/31/14,166,1,1,0
3550,GROCERY I,1/31/14,2059,1,1,0
3551,GROCERY II,1/31/14,37,1,1,0
3552,MEATS,1/31/14,577.943,1,1,0
3553,POULTRY,1/31/14,700.4214,1,1,0
3554,PRODUCE,1/31/14,2314.962,1,1,0
3555,SEAFOOD,1/31/14,40.283,1,1,0
3556,BREAD/BAKERY,2/1/14,299.858,1,1,0
3557,EGGS,2/1/14,177,1,1,0
3558,FROZEN FOODS,2/1/14,155.966,1,1,0
3559,GROCERY I,2/1/14,2299,1,1,0
3560,GROCERY II,2/1/14,19,1,1,0
3561,MEATS,2/1/14,251.488,1,1,0
3562,POULTRY,2/1/14,321.401,1,1,0
3563,PRODUCE,2/1/14,3,1,1,0
3564,SEAFOOD,2/1/14,26.35,1,1,0
3565,BREAD/BAKERY,2/2/14,143.605,1,1,0
3566,EGGS,2/2/14,66,1,1,0
3567,FROZEN FOODS,2/2/14,62,1,1,0
3568,GROCERY I,2/2/14,899,1,1,0
3569,GROCERY II,2/2/14,9,1,1,0
3570,MEATS,2/2/14,126.156,1,1,0
3571,POULTRY,2/2/14,140.18199,1,1,0
3572,PRODUCE,2/2/14,21,1,1,0
3573,SEAFOOD,2/2/14,8.102,1,1,0
3574,BREAD/BAKERY,2/3/14,377.411,1,1,0
3575,EGGS,2/3/14,145,1,1,0
3576,FROZEN FOODS,2/3/14,105,1,1,0
3577,GROCERY I,2/3/14,2175,1,1,0
3578,GROCERY II,2/3/14,23,1,1,0
3579,MEATS,2/3/14,387.147,1,1,0
3580,POULTRY,2/3/14,384.11,1,1,0
3581,PRODUCE,2/3/14,0,1,1,0
3582,SEAFOOD,2/3/14,14.1310005,1,1,0
3583,BREAD/BAKERY,2/4/14,299.435,1,1,0
3584,EGGS,2/4/14,143,1,1,0
3585,FROZEN FOODS,2/4/14,117,1,1,0
3586,GROCERY I,2/4/14,1917,1,1,0
3587,GROCERY II,2/4/14,23,1,1,0
3588,MEATS,2/4/14,265.54,1,1,0
3589,POULTRY,2/4/14,316.208,1,1,0
3590,PRODUCE,2/4/14,5,1,1,0
3591,SEAFOOD,2/4/14,30.887001,1,1,0
3592,BREAD/BAKERY,2/5/14,382.66,1,1,0
3593,EGGS,2/5/14,191,1,1,0
3594,FROZEN FOODS,2/5/14,134,1,1,0
3595,GROCERY I,2/5/14,2888,1,1,0
3596,GROCERY II,2/5/14,12,1,1,0
3597,MEATS,2/5/14,295.107,1,1,0
3598,POULTRY,2/5/14,433.33798,1,1,0
3599,PRODUCE,2/5/14,0,1,1,0
3600,SEAFOOD,2/5/14,33.721,1,1,0
3601,BREAD/BAKERY,2/6/14,346.033,1,1,0
3602,EGGS,2/6/14,123,1,1,0
3603,FROZEN FOODS,2/6/14,89,1,1,0
3604,GROCERY I,2/6/14,1923,1,1,0
3605,GROCERY II,2/6/14,7,1,1,0
3606,MEATS,2/6/14,294.485,1,1,0
3607,POULTRY,2/6/14,265.214,1,1,0
3608,PRODUCE,2/6/14,1,1,1,0
3609,SEAFOOD,2/6/14,31.976,1,1,0
3610,BREAD/BAKERY,2/7/14,303.532,1,1,0
3611,EGGS,2/7/14,167,1,1,0
3612,FROZEN FOODS,2/7/14,150.235,1,1,0
3613,GROCERY I,2/7/14,1985,1,1,0
3614,GROCERY II,2/7/14,3,1,1,0
3615,MEATS,2/7/14,506.1354,1,1,0
3616,POULTRY,2/7/14,635.0238,1,1,0
3617,PRODUCE,2/7/14,4,1,1,0
3618,SEAFOOD,2/7/14,32.9249,1,1,0
3619,BREAD/BAKERY,2/8/14,284.239,1,1,0
3620,EGGS,2/8/14,168,1,1,0
3621,FROZEN FOODS,2/8/14,225,1,1,0
3622,GROCERY I,2/8/14,1913,1,1,0
3623,GROCERY II,2/8/14,9,1,1,0
3624,MEATS,2/8/14,432.482,1,1,0
3625,POULTRY,2/8/14,317.987,1,1,0
3626,PRODUCE,2/8/14,9,1,1,0
3627,SEAFOOD,2/8/14,29.801998,1,1,0
3628,BREAD/BAKERY,2/9/14,158.411,1,1,0
3629,EGGS,2/9/14,97,1,1,0
3630,FROZEN FOODS,2/9/14,65,1,1,0
3631,GROCERY I,2/9/14,838,1,1,0
3632,GROCERY II,2/9/14,6,1,1,0
3633,MEATS,2/9/14,95.909,1,1,0
3634,POULTRY,2/9/14,139.618,1,1,0
3635,PRODUCE,2/9/14,23,1,1,0
3636,SEAFOOD,2/9/14,7.4490004,1,1,0
3637,BREAD/BAKERY,2/10/14,302.723,1,1,0
3638,EGGS,2/10/14,163,1,1,0
3639,FROZEN FOODS,2/10/14,95,1,1,0
3640,GROCERY I,2/10/14,2165,1,1,0
3641,GROCERY II,2/10/14,12,1,1,0
3642,MEATS,2/10/14,285.732,1,1,0
3643,POULTRY,2/10/14,310.045,1,1,0
3644,PRODUCE,2/10/14,1,1,1,0
3645,SEAFOOD,2/10/14,16.558,1,1,0
3646,BREAD/BAKERY,2/11/14,310.773,1,1,0
3647,EGGS,2/11/14,144,1,1,0
3648,FROZEN FOODS,2/11/14,102,1,1,0
3649,GROCERY I,2/11/14,2240,1,1,0
3650,GROCERY II,2/11/14,36,1,1,0
3651,MEATS,2/11/14,243.08499,1,1,0
3652,POULTRY,2/11/14,315.719,1,1,0
3653,PRODUCE,2/11/14,3,1,1,0
3654,SEAFOOD,2/11/14,12.616,1,1,0
3655,BREAD/BAKERY,2/12/14,373.988,1,1,0
3656,EGGS,2/12/14,207,1,1,0
3657,FROZEN FOODS,2/12/14,141,1,1,0
3658,GROCERY I,2/12/14,2656,1,1,0
3659,GROCERY II,2/12/14,30,1,1,0
3660,MEATS,2/12/14,368.037,1,1,0
3661,POULTRY,2/12/14,476.987,1,1,0
3662,PRODUCE,2/12/14,0,1,1,0
3663,SEAFOOD,2/12/14,31.846,1,1,0
3664,BREAD/BAKERY,2/13/14,316.589,1,1,0
3665,EGGS,2/13/14,123,1,1,0
3666,FROZEN FOODS,2/13/14,96.122,1,1,0
3667,GROCERY I,2/13/14,1904,1,1,0
3668,GROCERY II,2/13/14,24,1,1,0
3669,MEATS,2/13/14,233.301,1,1,0
3670,POULTRY,2/13/14,224.511,1,1,0
3671,PRODUCE,2/13/14,0,1,1,0
3672,SEAFOOD,2/13/14,19.374,1,1,0
3673,BREAD/BAKERY,2/14/14,343.534,1,1,0
3674,EGGS,2/14/14,135,1,1,0
3675,FROZEN FOODS,2/14/14,241.885,1,1,0
3676,GROCERY I,2/14/14,2107,1,1,0
3677,GROCERY II,2/14/14,26,1,1,0
3678,MEATS,2/14/14,689.1361,1,1,0
3679,POULTRY,2/14/14,716.7007,1,1,0
3680,PRODUCE,2/14/14,3,1,1,0
3681,SEAFOOD,2/14/14,39.0124,1,1,0
3682,BREAD/BAKERY,2/15/14,319.48,1,1,0
3683,EGGS,2/15/14,178,1,1,0
3684,FROZEN FOODS,2/15/14,243,1,1,0
3685,GROCERY I,2/15/14,2215,1,1,0
3686,GROCERY II,2/15/14,29,1,1,0
3687,MEATS,2/15/14,274.476,1,1,0
3688,POULTRY,2/15/14,324.607,1,1,0
3689,PRODUCE,2/15/14,3,1,1,0
3690,SEAFOOD,2/15/14,20.598,1,1,0
3691,BREAD/BAKERY,2/16/14,137.34799,1,1,0
3692,EGGS,2/16/14,90,1,1,0
3693,FROZEN FOODS,2/16/14,38,1,1,0
3694,GROCERY I,2/16/14,1015,1,1,0
3695,GROCERY II,2/16/14,5,1,1,0
3696,MEATS,2/16/14,133.566,1,1,0
3697,POULTRY,2/16/14,151.431,1,1,0
